,ORG,DST,SECTOR_ID,SDD,TOTAL_CORE,ORG_CTRY,DST_CTRY,ORG_REGION,DST_REGION,IN_SCOPE
1,235,195,151,2010-04-26,0.0,172,117,201,174,1
4,235,129,119,2010-10-07,0.0,172,124,201,149,1
6,235,129,119,2010-07-08,0.0,172,124,201,149,1
8,235,129,119,2010-08-14,0.0,172,124,201,149,1
9,235,129,119,2010-08-21,0.0,172,124,201,149,1
10,235,129,119,2010-08-28,0.0,172,124,201,149,1
11,235,129,119,2010-04-09,0.0,172,124,201,149,1
13,235,129,119,2010-11-09,0.0,172,124,201,149,1
14,235,129,119,2010-09-18,0.0,172,124,201,149,1
16,235,129,119,2010-09-25,0.0,172,124,201,149,1
17,235,129,119,2010-02-10,0.0,172,124,201,149,1
18,235,129,119,2010-09-10,0.0,172,124,201,149,1
19,216,162,184,2010-10-10,0.0,153,110,149,201,1
20,216,162,184,2010-10-18,0.0,153,110,149,201,1
34,216,162,184,2011-02-26,0.0,153,110,149,201,1
35,235,129,119,2011-02-26,0.0,172,124,201,149,1
36,216,162,184,2011-02-27,0.0,153,110,149,201,1
41,216,162,184,2014-03-01,0.0,153,110,149,201,1
42,216,162,184,2014-02-23,0.0,153,110,149,201,1
44,100,120,176,2014-03-13,0.0,106,191,201,174,1
46,100,120,176,2014-03-20,0.0,106,191,201,174,1
48,100,120,176,2014-03-27,0.0,106,191,201,174,1
50,100,120,176,2014-03-04,0.0,106,191,201,174,1
53,100,120,176,2014-10-04,0.0,106,191,201,174,1
55,100,120,176,2014-04-17,0.0,106,191,201,174,1
57,100,120,176,2014-04-24,0.0,106,191,201,174,1
63,100,120,176,2014-08-05,0.0,106,191,201,174,1
84,216,162,184,2015-06-01,0.0,153,110,149,201,1
85,100,120,176,2015-01-18,0.0,106,191,201,174,1
87,100,120,176,2015-01-25,0.0,106,191,201,174,1
89,100,120,176,2015-01-02,0.0,106,191,201,174,1
90,100,120,176,2015-08-02,0.0,106,191,201,174,1
93,100,120,176,2015-02-15,0.0,106,191,201,174,1
96,100,120,176,2015-08-03,0.0,106,191,201,174,1
99,100,120,176,2015-03-15,0.0,106,191,201,174,1
101,100,120,176,2015-03-22,0.0,106,191,201,174,1
103,100,120,176,2015-03-29,0.0,106,191,201,174,1
105,100,120,176,2015-05-04,0.0,106,191,201,174,1
106,100,120,176,2015-12-04,0.0,106,191,201,174,1
108,100,120,176,2015-04-19,0.0,106,191,201,174,1
111,100,120,176,2015-04-26,0.0,106,191,201,174,1
113,100,120,176,2015-10-05,0.0,106,191,201,174,1
114,100,120,176,2015-05-17,0.0,106,191,201,174,1
116,100,120,176,2015-05-24,0.0,106,191,201,174,1
118,100,120,176,2015-05-31,0.0,106,191,201,174,1
120,100,120,176,2015-07-06,0.0,106,191,201,174,1
122,100,120,176,2015-06-14,0.0,106,191,201,174,1
125,100,120,176,2015-06-21,0.0,106,191,201,174,1
128,100,120,176,2015-06-28,0.0,106,191,201,174,1
130,100,120,176,2015-05-07,0.0,106,191,201,174,1
132,100,120,176,2015-12-07,0.0,106,191,201,174,1
135,100,120,176,2015-07-19,0.0,106,191,201,174,1
137,100,120,176,2015-07-26,0.0,106,191,201,174,1
140,100,120,176,2015-02-08,0.0,106,191,201,174,1
143,100,120,176,2015-09-08,0.0,106,191,201,174,1
148,100,120,176,2015-08-30,0.0,106,191,201,174,1
150,100,120,176,2015-06-09,0.0,106,191,201,174,1
153,100,120,176,2015-09-27,0.0,106,191,201,174,1
155,100,120,176,2015-11-10,0.0,106,191,201,174,1
157,100,120,176,2015-10-18,0.0,106,191,201,174,1
158,100,120,176,2015-10-25,0.0,106,191,201,174,1
160,100,120,176,2015-08-11,0.0,106,191,201,174,1
161,100,120,176,2015-11-15,0.0,106,191,201,174,1
162,100,120,176,2015-11-22,0.0,106,191,201,174,1
165,100,120,176,2015-12-20,0.0,106,191,201,174,1
166,235,129,119,2016-07-01,0.0,172,124,201,149,1
169,235,195,151,2016-10-01,0.0,172,117,201,174,1
171,100,120,176,2016-01-17,0.0,106,191,201,174,1
172,100,120,176,2016-01-24,0.0,106,191,201,174,1
173,100,120,176,2016-01-31,0.0,106,191,201,174,1
174,100,120,176,2016-02-21,0.0,106,191,201,174,1
180,235,195,151,2016-05-06,0.0,172,117,201,174,1
188,100,120,176,2016-07-08,0.0,106,191,201,174,1
205,120,233,152,2015-02-21,0.0,191,206,174,201,1
207,162,208,228,2015-09-04,0.0,110,181,201,149,1
208,100,120,176,2015-09-04,0.0,106,191,201,174,1
209,162,208,228,2015-10-04,0.0,110,181,201,149,1
224,235,129,119,2016-06-08,0.0,172,124,201,149,1
226,162,219,170,2010-10-16,0.0,110,197,201,180,1
227,235,129,119,2010-10-16,0.0,172,124,201,149,1
231,204,120,202,2013-01-14,0.0,105,191,201,174,1
236,204,120,202,2013-01-28,0.0,105,191,201,174,1
251,204,120,202,2013-11-03,0.0,105,191,201,174,1
253,204,120,202,2013-03-18,0.0,105,191,201,174,1
267,204,120,202,2013-04-29,0.0,105,191,201,174,1
281,204,120,202,2013-03-06,0.0,105,191,201,174,1
285,204,120,202,2013-06-17,0.0,105,191,201,174,1
292,162,219,170,2013-08-07,0.0,110,197,201,180,1
305,204,120,202,2013-08-19,0.0,105,191,201,174,1
306,235,129,119,2013-08-20,0.0,172,124,201,149,1
310,204,120,202,2013-08-26,0.0,105,191,201,174,1
312,235,129,119,2013-08-29,0.0,172,124,201,149,1
314,204,120,202,2013-02-09,0.0,105,191,201,174,1
317,235,129,119,2013-05-09,0.0,172,124,201,149,1
321,235,129,119,2013-12-09,0.0,172,124,201,149,1
360,100,120,176,2014-01-05,0.0,106,191,201,174,1
361,204,120,202,2014-05-05,0.0,105,191,201,174,1
363,100,120,176,2014-05-15,0.0,106,191,201,174,1
366,100,120,176,2014-05-22,0.0,106,191,201,174,1
370,100,120,176,2014-05-29,0.0,106,191,201,174,1
421,204,120,202,2014-10-27,0.0,105,191,201,174,1
424,204,120,202,2014-03-11,0.0,105,191,201,174,1
429,204,120,202,2014-11-17,0.0,105,191,201,174,1
433,204,120,202,2014-11-24,0.0,105,191,201,174,1
436,204,120,202,2014-01-12,0.0,105,191,201,174,1
440,204,120,202,2014-12-22,0.0,105,191,201,174,1
444,204,120,202,2015-05-01,0.0,105,191,201,174,1
448,100,120,176,2015-01-15,0.0,106,191,201,174,1
451,100,120,176,2015-01-22,0.0,106,191,201,174,1
453,204,120,202,2015-01-26,0.0,105,191,201,174,1
457,100,120,176,2015-05-02,0.0,106,191,201,174,1
460,100,120,176,2015-12-02,0.0,106,191,201,174,1
463,204,120,202,2015-02-16,0.0,105,191,201,174,1
467,235,195,151,2015-02-26,0.0,172,117,201,174,1
468,100,120,176,2015-02-26,0.0,106,191,201,174,1
471,100,120,176,2015-05-03,0.0,106,191,201,174,1
474,100,120,176,2015-12-03,0.0,106,191,201,174,1
477,100,120,176,2015-03-19,0.0,106,191,201,174,1
480,100,120,176,2015-03-26,0.0,106,191,201,174,1
483,100,120,176,2015-02-04,0.0,106,191,201,174,1
489,100,120,176,2015-04-16,0.0,106,191,201,174,1
492,100,120,176,2015-04-23,0.0,106,191,201,174,1
493,204,120,202,2015-04-27,0.0,105,191,201,174,1
494,100,120,176,2015-04-30,0.0,106,191,201,174,1
496,204,120,202,2015-04-05,0.0,105,191,201,174,1
498,100,120,176,2015-07-05,0.0,106,191,201,174,1
502,100,120,176,2015-05-14,0.0,106,191,201,174,1
504,204,120,202,2015-05-18,0.0,105,191,201,174,1
506,100,120,176,2015-05-21,0.0,106,191,201,174,1
509,100,120,176,2015-05-28,0.0,106,191,201,174,1
512,100,120,176,2015-04-06,0.0,106,191,201,174,1
515,100,120,176,2015-11-06,0.0,106,191,201,174,1
517,204,120,202,2015-06-15,0.0,105,191,201,174,1
519,100,120,176,2015-06-18,0.0,106,191,201,174,1
522,100,120,176,2015-06-25,0.0,106,191,201,174,1
525,100,120,176,2015-02-07,0.0,106,191,201,174,1
527,204,120,202,2015-06-07,0.0,105,191,201,174,1
529,100,120,176,2015-09-07,0.0,106,191,201,174,1
532,100,120,176,2015-07-16,0.0,106,191,201,174,1
534,100,120,176,2015-07-23,0.0,106,191,201,174,1
536,100,120,176,2015-07-30,0.0,106,191,201,174,1
538,204,120,202,2015-03-08,0.0,105,191,201,174,1
540,100,120,176,2015-06-08,0.0,106,191,201,174,1
544,204,120,202,2015-08-17,0.0,105,191,201,174,1
547,204,120,202,2015-08-24,0.0,105,191,201,174,1
550,204,120,202,2015-08-31,0.0,105,191,201,174,1
557,100,120,176,2015-09-17,0.0,106,191,201,174,1
560,100,120,176,2015-09-24,0.0,106,191,201,174,1
562,100,120,176,2015-01-10,0.0,106,191,201,174,1
563,120,233,152,2015-05-10,0.0,191,206,174,201,1
565,100,120,176,2015-08-10,0.0,106,191,201,174,1
568,100,120,176,2015-10-15,0.0,106,191,201,174,1
572,235,129,119,2015-02-11,0.0,172,124,201,149,1
575,100,120,176,2015-05-11,0.0,106,191,201,174,1
578,100,120,176,2015-12-11,0.0,106,191,201,174,1
582,100,120,176,2015-11-19,0.0,106,191,201,174,1
584,100,120,176,2015-11-26,0.0,106,191,201,174,1
586,100,120,176,2015-03-12,0.0,106,191,201,174,1
588,100,120,176,2015-10-12,0.0,106,191,201,174,1
590,100,120,176,2015-12-17,0.0,106,191,201,174,1
596,204,120,202,2016-04-01,0.0,105,191,201,174,1
601,235,129,119,2016-01-14,0.0,172,124,201,149,1
605,100,120,176,2016-01-21,0.0,106,191,201,174,1
608,100,120,176,2016-01-28,0.0,106,191,201,174,1
611,100,120,176,2016-04-02,0.0,106,191,201,174,1
613,100,120,176,2016-02-18,0.0,106,191,201,174,1
623,100,120,176,2016-03-31,0.0,106,191,201,174,1
635,100,120,176,2016-05-05,0.0,106,191,201,174,1
638,100,120,176,2016-12-05,0.0,106,191,201,174,1
644,100,120,176,2016-05-26,0.0,106,191,201,174,1
655,100,120,176,2016-06-23,0.0,106,191,201,174,1
657,204,120,202,2016-06-27,0.0,105,191,201,174,1
663,235,195,151,2016-11-07,0.0,172,117,201,174,1
667,235,195,151,2016-07-18,0.0,172,117,201,174,1
670,100,120,176,2016-07-21,0.0,106,191,201,174,1
672,235,195,151,2016-07-25,0.0,172,117,201,174,1
676,235,195,151,2016-01-08,0.0,172,117,201,174,1
679,235,129,119,2016-05-08,0.0,172,124,201,149,1
682,235,195,151,2016-08-08,0.0,172,117,201,174,1
684,100,120,176,2016-11-08,0.0,106,191,201,174,1
686,235,195,151,2016-08-15,0.0,172,117,201,174,1
690,235,195,151,2016-08-22,0.0,172,117,201,174,1
694,235,195,151,2016-08-29,0.0,172,117,201,174,1
699,235,195,151,2016-05-09,0.0,172,117,201,174,1
703,235,195,151,2016-12-09,0.0,172,117,201,174,1
708,235,195,151,2016-09-19,0.0,172,117,201,174,1
709,204,120,202,2016-09-19,0.0,105,191,201,174,1
712,235,195,151,2016-09-26,0.0,172,117,201,174,1
728,100,120,176,2015-02-22,0.0,106,191,201,174,1
731,100,120,176,2015-03-05,0.0,106,191,201,174,1
740,235,129,119,2011-11-06,0.0,172,124,201,149,1
741,219,162,141,2011-12-06,0.0,197,110,180,201,1
743,235,129,119,2011-06-18,0.0,172,124,201,149,1
744,219,162,141,2011-06-19,0.0,197,110,180,201,1
746,235,129,119,2011-06-25,0.0,172,124,201,149,1
747,219,162,141,2011-06-26,0.0,197,110,180,201,1
749,235,129,119,2011-02-07,0.0,172,124,201,149,1
751,235,129,119,2011-09-07,0.0,172,124,201,149,1
753,235,129,119,2011-07-16,0.0,172,124,201,149,1
754,219,162,141,2011-07-17,0.0,197,110,180,201,1
756,235,129,119,2011-07-23,0.0,172,124,201,149,1
757,219,162,141,2011-07-24,0.0,197,110,180,201,1
760,235,129,119,2011-07-30,0.0,172,124,201,149,1
761,219,162,141,2011-07-31,0.0,197,110,180,201,1
763,235,129,119,2011-06-08,0.0,172,124,201,149,1
764,219,162,141,2011-07-08,0.0,197,110,180,201,1
766,235,129,119,2011-08-13,0.0,172,124,201,149,1
767,219,162,141,2011-08-14,0.0,197,110,180,201,1
769,235,129,119,2011-08-20,0.0,172,124,201,149,1
770,219,162,141,2011-08-21,0.0,197,110,180,201,1
772,235,129,119,2011-08-27,0.0,172,124,201,149,1
773,219,162,141,2011-08-28,0.0,197,110,180,201,1
774,235,129,119,2011-09-17,0.0,172,124,201,149,1
776,235,129,119,2011-09-24,0.0,172,124,201,149,1
778,235,129,119,2011-01-10,0.0,172,124,201,149,1
780,235,129,119,2011-08-10,0.0,172,124,201,149,1
782,235,129,119,2011-10-15,0.0,172,124,201,149,1
784,235,129,119,2011-10-22,0.0,172,124,201,149,1
785,235,129,119,2011-10-29,0.0,172,124,201,149,1
787,235,129,119,2011-05-11,0.0,172,124,201,149,1
793,235,129,119,2011-11-26,0.0,172,124,201,149,1
800,235,129,119,2011-10-12,0.0,172,124,201,149,1
805,235,129,119,2011-12-17,0.0,172,124,201,149,1
809,235,129,119,2011-12-24,0.0,172,124,201,149,1
814,235,129,119,2011-12-31,0.0,172,124,201,149,1
818,235,129,119,2012-07-01,0.0,172,124,201,149,1
823,235,129,119,2012-01-14,0.0,172,124,201,149,1
827,235,129,119,2012-01-21,0.0,172,124,201,149,1
830,235,129,119,2012-01-28,0.0,172,124,201,149,1
834,235,129,119,2012-04-02,0.0,172,124,201,149,1
835,179,235,221,2012-05-02,0.0,132,172,132,201,1
840,235,129,119,2012-11-02,0.0,172,124,201,149,1
846,235,129,119,2012-02-25,0.0,172,124,201,149,1
850,235,129,119,2012-03-03,0.0,172,124,201,149,1
855,235,129,119,2012-10-03,0.0,172,124,201,149,1
858,235,129,119,2012-03-17,0.0,172,124,201,149,1
861,235,129,119,2012-03-24,0.0,172,124,201,149,1
905,235,129,119,2013-10-01,0.0,172,124,201,149,1
912,100,120,176,2014-09-03,0.0,106,191,201,174,1
913,100,120,176,2014-03-16,0.0,106,191,201,174,1
914,100,120,176,2014-03-23,0.0,106,191,201,174,1
915,100,120,176,2014-03-30,0.0,106,191,201,174,1
917,100,120,176,2014-06-04,0.0,106,191,201,174,1
919,100,120,176,2014-04-13,0.0,106,191,201,174,1
921,100,120,176,2014-04-20,0.0,106,191,201,174,1
922,100,120,176,2014-04-05,0.0,106,191,201,174,1
924,100,120,176,2014-11-05,0.0,106,191,201,174,1
927,100,120,176,2014-05-18,0.0,106,191,201,174,1
928,100,120,176,2014-05-25,0.0,106,191,201,174,1
929,100,120,176,2014-01-06,0.0,106,191,201,174,1
932,219,162,141,2011-06-02,0.0,197,110,180,201,1
934,219,162,141,2011-02-13,0.0,197,110,180,201,1
935,219,162,141,2011-02-20,0.0,197,110,180,201,1
936,219,162,141,2011-06-03,0.0,197,110,180,201,1
937,219,162,141,2011-03-13,0.0,197,110,180,201,1
938,219,162,141,2011-03-20,0.0,197,110,180,201,1
939,219,162,141,2011-04-17,0.0,197,110,180,201,1
940,219,162,141,2011-01-05,0.0,197,110,180,201,1
941,219,162,141,2011-08-05,0.0,197,110,180,201,1
942,219,162,141,2011-05-15,0.0,197,110,180,201,1
943,219,162,141,2011-05-22,0.0,197,110,180,201,1
944,219,162,141,2011-05-29,0.0,197,110,180,201,1
945,219,162,141,2011-03-07,0.0,197,110,180,201,1
950,204,120,202,2014-08-12,0.0,105,191,201,174,1
952,204,120,202,2014-12-15,0.0,105,191,201,174,1
955,235,195,151,2016-04-07,0.0,172,117,201,174,1
956,235,129,119,2010-06-11,0.0,172,124,201,149,1
957,235,129,119,2010-11-13,0.0,172,124,201,149,1
958,235,129,119,2010-11-20,0.0,172,124,201,149,1
961,235,129,119,2010-11-27,0.0,172,124,201,149,1
962,235,129,119,2010-04-12,0.0,172,124,201,149,1
964,235,129,119,2010-11-12,0.0,172,124,201,149,1
965,235,129,119,2010-12-18,0.0,172,124,201,149,1
972,235,129,119,2011-08-01,0.0,172,124,201,149,1
974,235,129,119,2011-01-22,0.0,172,124,201,149,1
975,235,129,119,2011-01-29,0.0,172,124,201,149,1
977,235,129,119,2011-05-02,0.0,172,124,201,149,1
979,235,129,119,2011-12-02,0.0,172,124,201,149,1
981,235,129,119,2011-02-19,0.0,172,124,201,149,1
984,235,129,119,2011-05-03,0.0,172,124,201,149,1
986,235,129,119,2011-12-03,0.0,172,124,201,149,1
987,235,129,119,2011-03-19,0.0,172,124,201,149,1
988,235,129,119,2011-09-04,0.0,172,124,201,149,1
989,235,129,119,2011-04-16,0.0,172,124,201,149,1
990,235,129,119,2011-04-30,0.0,172,124,201,149,1
991,235,129,119,2011-07-05,0.0,172,124,201,149,1
992,235,129,119,2011-05-14,0.0,172,124,201,149,1
993,235,129,119,2011-05-21,0.0,172,124,201,149,1
994,235,129,119,2011-05-28,0.0,172,124,201,149,1
1002,204,120,202,2012-03-12,0.0,105,191,201,174,1
1007,235,129,119,2010-10-23,0.0,172,124,201,149,1
1008,235,129,119,2010-10-30,0.0,172,124,201,149,1
1013,204,120,202,2013-01-04,0.0,105,191,201,174,1
1014,204,120,202,2010-10-01,0.0,105,191,201,174,1
1015,204,120,202,2010-01-17,0.0,105,191,201,174,1
1016,204,120,202,2010-01-24,0.0,105,191,201,174,1
1018,204,120,202,2010-01-31,0.0,105,191,201,174,1
1019,204,120,202,2010-07-02,0.0,105,191,201,174,1
1020,204,120,202,2010-02-14,0.0,105,191,201,174,1
1021,204,120,202,2010-02-28,0.0,105,191,201,174,1
1022,204,120,202,2010-07-03,0.0,105,191,201,174,1
1023,204,120,202,2010-03-14,0.0,105,191,201,174,1
1024,204,120,202,2010-03-21,0.0,105,191,201,174,1
1025,204,120,202,2010-03-28,0.0,105,191,201,174,1
1026,204,120,202,2010-11-04,0.0,105,191,201,174,1
1027,204,120,202,2010-04-25,0.0,105,191,201,174,1
1028,204,120,202,2010-02-05,0.0,105,191,201,174,1
1029,204,120,202,2010-09-05,0.0,105,191,201,174,1
1030,204,120,202,2010-05-16,0.0,105,191,201,174,1
1031,204,120,202,2010-05-23,0.0,105,191,201,174,1
1033,204,120,202,2010-05-30,0.0,105,191,201,174,1
1034,204,120,202,2010-06-06,0.0,105,191,201,174,1
1035,204,120,202,2010-06-13,0.0,105,191,201,174,1
1036,204,120,202,2010-06-20,0.0,105,191,201,174,1
1037,204,120,202,2010-06-27,0.0,105,191,201,174,1
1039,204,120,202,2010-04-07,0.0,105,191,201,174,1
1040,204,120,202,2010-11-07,0.0,105,191,201,174,1
1041,204,120,202,2010-07-18,0.0,105,191,201,174,1
1042,204,120,202,2010-07-25,0.0,105,191,201,174,1
1043,204,120,202,2010-01-08,0.0,105,191,201,174,1
1095,235,195,151,2012-05-11,0.0,172,117,201,174,1
1102,235,129,119,2010-07-22,0.0,172,124,201,149,1
1135,204,120,202,2016-08-15,1.0,105,191,201,174,1
1137,235,120,224,2011-04-07,2.0,172,191,201,174,1
1138,142,235,134,2014-05-27,2.0,197,172,180,201,1
1139,204,120,202,2015-06-04,3.0,105,191,201,174,1
1140,204,120,202,2013-10-14,5.0,105,191,201,174,1
1144,217,145,183,2012-04-09,9.0,197,166,180,201,1
1150,204,120,202,2015-12-28,13.0,105,191,201,174,1
1151,217,145,183,2012-05-29,14.0,197,166,180,201,1
1153,235,120,224,2015-08-31,15.0,172,191,201,174,1
1154,235,120,224,2014-04-28,16.0,172,191,201,174,1
1156,204,120,202,2016-08-22,16.0,105,191,201,174,1
1159,204,120,202,2013-07-01,19.0,105,191,201,174,1
1162,217,145,183,2011-05-07,24.0,197,166,180,201,1
1168,204,120,202,2015-12-01,30.0,105,191,201,174,1
1170,235,120,224,2014-01-27,35.0,172,191,201,174,1
1172,235,120,224,2011-09-05,36.0,172,191,201,174,1
1179,100,120,176,2015-01-29,44.0,106,191,201,174,1
1183,235,120,224,2011-02-14,49.0,172,191,201,174,1
1188,235,120,224,2011-04-25,53.0,172,191,201,174,1
1190,217,145,183,2012-03-01,54.0,197,166,180,201,1
1196,235,120,224,2011-08-22,57.0,172,191,201,174,1
1200,204,120,202,2014-07-14,60.0,105,191,201,174,1
1201,235,120,224,2015-04-20,62.0,172,191,201,174,1
1204,204,120,202,2014-04-21,66.0,105,191,201,174,1
1213,204,120,202,2016-08-29,79.0,105,191,201,174,1
1228,217,145,183,2015-05-26,87.0,197,166,180,201,1
1231,235,120,224,2011-09-19,90.0,172,191,201,174,1
1238,235,123,229,2014-12-28,99.0,172,167,201,174,1
1258,235,120,224,2011-05-23,115.0,172,191,201,174,1
1267,235,120,224,2015-08-17,123.0,172,191,201,174,1
1282,125,162,115,2010-07-05,138.0,144,110,137,201,1
1293,235,120,224,2016-11-01,143.0,172,191,201,174,1
1300,235,120,224,2011-10-17,148.0,172,191,201,174,1
1301,235,120,224,2015-08-06,148.0,172,191,201,174,1
1310,204,120,202,2014-06-01,154.0,105,191,201,174,1
1311,235,120,224,2013-04-22,155.0,172,191,201,174,1
1321,235,129,119,2011-01-15,164.0,172,124,201,149,1
1325,204,120,202,2014-07-04,165.0,105,191,201,174,1
1326,235,120,224,2011-03-10,167.0,172,191,201,174,1
1336,235,120,224,2011-08-29,179.0,172,191,201,174,1
1341,235,203,215,2013-07-29,181.0,172,124,201,149,1
1350,142,235,134,2015-05-26,188.0,197,172,180,201,1
1358,235,120,224,2015-12-27,191.0,172,191,201,174,1
1360,235,123,229,2015-04-01,192.0,172,167,201,174,1
1370,235,195,151,2016-10-31,197.0,172,117,201,174,1
1381,235,120,224,2011-03-14,202.0,172,191,201,174,1
1392,204,120,202,2016-07-25,209.0,105,191,201,174,1
1402,204,120,202,2016-04-18,218.0,105,191,201,174,1
1409,235,120,224,2012-02-13,222.0,172,191,201,174,1
1411,235,120,224,2015-06-22,223.0,172,191,201,174,1
1427,125,162,115,2010-08-27,235.0,144,110,137,201,1
1428,235,120,224,2014-02-17,237.0,172,191,201,174,1
1429,235,120,224,2016-03-28,237.0,172,191,201,174,1
1430,204,120,202,2014-12-05,237.0,105,191,201,174,1
1431,235,120,224,2011-07-03,239.0,172,191,201,174,1
1435,235,216,112,2013-10-20,241.0,172,153,201,149,1
1439,235,123,229,2013-01-09,241.0,172,167,201,174,1
1444,235,123,229,2014-05-01,244.0,172,167,201,174,1
1448,235,120,224,2011-07-25,246.0,172,191,201,174,1
1450,235,120,224,2016-01-25,247.0,172,191,201,174,1
1453,235,120,224,2011-01-24,248.0,172,191,201,174,1
1475,235,216,112,2014-06-04,257.0,172,153,201,149,1
1484,142,235,134,2013-08-15,262.0,197,172,180,201,1
1492,125,162,115,2010-04-05,268.0,144,110,137,201,1
1499,235,216,112,2015-08-23,273.0,172,153,201,149,1
1501,235,120,224,2015-07-09,276.0,172,191,201,174,1
1506,235,120,224,2011-06-06,277.0,172,191,201,174,1
1514,125,162,115,2010-03-09,282.0,144,110,137,201,1
1522,204,120,202,2014-07-21,284.0,105,191,201,174,1
1526,125,162,115,2010-03-19,286.0,144,110,137,201,1
1546,216,182,213,2015-02-18,295.0,153,106,149,201,1
1548,235,195,151,2013-12-05,296.0,172,117,201,174,1
1554,204,120,202,2014-09-22,299.0,105,191,201,174,1
1558,235,120,224,2015-04-27,301.0,172,191,201,174,1
1565,235,120,224,2011-05-12,304.0,172,191,201,174,1
1568,204,120,202,2014-02-06,305.0,105,191,201,174,1
1572,125,162,115,2010-01-22,307.0,144,110,137,201,1
1582,208,178,186,2016-03-10,315.0,181,232,149,201,1
1586,235,203,215,2013-05-21,317.0,172,124,201,149,1
1588,204,120,202,2013-04-11,318.0,105,191,201,174,1
1592,204,120,202,2014-04-28,320.0,105,191,201,174,1
1597,235,216,112,2014-01-06,326.0,172,153,201,149,1
1605,125,162,115,2010-04-01,330.0,144,110,137,201,1
1606,125,162,115,2010-08-01,330.0,144,110,137,201,1
1611,235,120,224,2012-03-26,332.0,172,191,201,174,1
1612,235,120,224,2015-04-05,332.0,172,191,201,174,1
1617,235,123,229,2013-08-25,337.0,172,167,201,174,1
1619,162,219,170,2013-02-25,337.0,110,197,201,180,1
1624,235,179,212,2015-05-01,340.0,172,132,201,132,1
1633,142,235,134,2016-05-07,342.0,197,172,180,201,1
1637,208,178,186,2013-11-08,347.0,181,232,149,201,1
1644,235,123,229,2014-08-24,349.0,172,167,201,174,1
1645,125,162,115,2010-03-29,350.0,144,110,137,201,1
1655,235,216,112,2010-08-03,355.0,172,153,201,149,1
1656,125,162,115,2010-03-26,355.0,144,110,137,201,1
1666,235,123,229,2014-08-17,357.0,172,167,201,174,1
1667,204,120,202,2013-10-21,357.0,105,191,201,174,1
1671,235,123,229,2015-07-19,362.0,172,167,201,174,1
1682,125,162,115,2010-12-02,368.0,144,110,137,201,1
1685,235,179,212,2011-04-25,369.0,172,132,201,132,1
1701,100,120,176,2016-08-05,375.0,106,191,201,174,1
1703,208,178,186,2013-10-20,376.0,181,232,149,201,1
1711,219,162,141,2011-02-27,377.0,197,110,180,201,1
1715,125,162,115,2012-06-01,380.0,144,110,137,201,1
1725,125,162,115,2010-05-28,384.0,144,110,137,201,1
1727,219,162,141,2011-10-04,385.0,197,110,180,201,1
1731,100,120,176,2016-07-24,386.0,106,191,201,174,1
1746,235,120,224,2016-03-20,393.0,172,191,201,174,1
1751,235,120,224,2014-06-23,396.0,172,191,201,174,1
1753,204,120,202,2014-01-09,397.0,105,191,201,174,1
1755,204,120,202,2015-07-27,398.0,105,191,201,174,1
1766,235,120,224,2016-05-23,401.0,172,191,201,174,1
1773,125,162,115,2014-07-29,404.0,144,110,137,201,1
1786,235,120,224,2015-12-01,408.0,172,191,201,174,1
1792,125,162,115,2011-09-23,410.0,144,110,137,201,1
1801,204,120,202,2015-10-08,412.0,105,191,201,174,1
1807,162,219,170,2014-01-13,414.0,110,197,201,180,1
1817,125,162,115,2012-07-20,420.0,144,110,137,201,1
1829,208,178,186,2011-11-18,427.0,181,232,149,201,1
1831,208,178,186,2013-10-17,428.0,181,232,149,201,1
1847,235,128,192,2014-04-22,432.0,172,126,201,174,1
1850,208,178,186,2011-08-31,433.0,181,232,149,201,1
1854,204,120,202,2014-06-16,433.0,105,191,201,174,1
1855,204,120,202,2014-05-19,435.0,105,191,201,174,1
1862,235,123,229,2013-07-21,439.0,172,167,201,174,1
1863,204,120,202,2015-09-28,439.0,105,191,201,174,1
1875,125,162,115,2010-10-09,445.0,144,110,137,201,1
1878,235,120,224,2016-09-05,446.0,172,191,201,174,1
1879,235,120,224,2012-02-27,447.0,172,191,201,174,1
1882,125,162,115,2010-02-04,449.0,144,110,137,201,1
1890,125,162,115,2010-02-19,453.0,144,110,137,201,1
1898,208,178,186,2013-11-18,456.0,181,232,149,201,1
1908,204,120,202,2014-04-14,463.0,105,191,201,174,1
1914,125,162,115,2010-10-15,468.0,144,110,137,201,1
1926,208,178,186,2010-10-09,472.0,181,232,149,201,1
1928,125,162,115,2012-04-20,473.0,144,110,137,201,1
1937,162,219,170,2013-01-21,476.0,110,197,201,180,1
1944,162,219,170,2013-04-03,478.0,110,197,201,180,1
1948,125,162,115,2011-01-08,480.0,144,110,137,201,1
1951,216,182,213,2014-07-31,480.0,153,106,149,201,1
1953,125,162,115,2011-01-14,481.0,144,110,137,201,1
1954,235,120,224,2014-08-25,481.0,172,191,201,174,1
1958,125,162,115,2010-09-24,483.0,144,110,137,201,1
1986,235,217,175,2013-12-14,496.0,172,197,201,180,1
1991,235,120,224,2014-01-20,499.0,172,191,201,174,1
1999,216,182,213,2016-11-02,501.0,153,106,149,201,1
2002,162,219,170,2013-08-19,503.0,110,197,201,180,1
2005,125,162,115,2010-07-30,505.0,144,110,137,201,1
2006,216,162,184,2016-02-10,505.0,153,110,149,201,1
2013,216,182,213,2016-07-07,507.0,153,106,149,201,1
2018,216,162,184,2014-02-09,511.0,153,110,149,201,1
