,ORG,DST,SECTOR_ID,SDD,TOTAL_CORE,ORG_CTRY,DST_CTRY,ORG_REGION,DST_REGION,IN_SCOPE
18466,235,128,192,2014-05-17,18994.0,172,126,201,174,1
18467,235,116,194,2012-04-01,18996.0,172,160,201,174,1
18468,235,216,112,2013-02-07,18998.0,172,153,201,149,1
18470,235,195,151,2016-12-05,18999.0,172,117,201,174,1
18472,235,217,175,2013-11-06,19001.0,172,197,201,180,1
18474,217,145,183,2010-08-07,19003.0,197,166,180,201,1
18477,235,128,192,2016-01-26,19009.0,172,126,201,174,1
18478,142,235,134,2016-02-16,19010.0,197,172,180,201,1
18479,142,235,134,2013-09-18,19011.0,197,172,180,201,1
18480,235,128,192,2011-12-24,19015.0,172,126,201,174,1
18482,235,217,175,2011-02-18,19017.0,172,197,201,180,1
18484,235,129,119,2014-11-06,19020.0,172,124,201,149,1
18485,235,195,151,2015-12-05,19021.0,172,117,201,174,1
18486,235,129,119,2014-08-11,19024.0,172,124,201,149,1
18487,235,195,151,2015-12-02,19024.0,172,117,201,174,1
18488,235,195,151,2015-08-26,19024.0,172,117,201,174,1
18490,235,217,175,2011-12-07,19026.0,172,197,201,180,1
18491,235,217,175,2013-03-21,19026.0,172,197,201,180,1
18492,219,235,113,2011-03-07,19027.0,197,172,180,201,1
18494,219,162,141,2013-10-09,19030.0,197,110,180,201,1
18497,235,128,192,2013-02-23,19032.0,172,126,201,174,1
18499,235,120,224,2013-02-24,19035.0,172,191,201,174,1
18500,235,217,175,2011-04-11,19036.0,172,197,201,180,1
18501,217,145,183,2011-01-13,19038.0,197,166,180,201,1
18502,235,203,215,2013-03-16,19039.0,172,124,201,149,1
18504,235,217,175,2012-09-05,19044.0,172,197,201,180,1
18506,235,179,212,2013-10-19,19045.0,172,132,201,132,1
18507,235,217,175,2013-03-26,19046.0,172,197,201,180,1
18511,235,217,175,2013-05-14,19051.0,172,197,201,180,1
18513,162,125,220,2011-10-06,19054.0,110,144,201,137,1
18516,142,235,134,2012-09-29,19069.0,197,172,180,201,1
18519,162,125,220,2012-11-25,19072.0,110,144,201,137,1
18524,162,125,220,2012-04-05,19084.0,110,144,201,137,1
18533,219,162,141,2015-06-14,19092.0,197,110,180,201,1
18535,235,217,175,2011-11-10,19095.0,172,197,201,180,1
18536,162,208,228,2016-03-26,19095.0,110,181,201,149,1
18539,235,217,175,2011-10-08,19097.0,172,197,201,180,1
18540,235,195,151,2015-06-26,19097.0,172,117,201,174,1
18544,142,235,134,2013-10-18,19101.0,197,172,180,201,1
18547,235,216,112,2012-02-11,19105.0,172,153,201,149,1
18548,235,217,175,2012-04-09,19106.0,172,197,201,180,1
18549,235,203,215,2014-10-15,19106.0,172,124,201,149,1
18550,235,216,112,2012-12-24,19107.0,172,153,201,149,1
18554,235,217,175,2014-10-14,19109.0,172,197,201,180,1
18555,235,217,175,2012-01-06,19110.0,172,197,201,180,1
18556,235,195,151,2016-01-03,19110.0,172,117,201,174,1
18557,235,179,212,2014-03-15,19114.0,172,132,201,132,1
18561,235,195,151,2015-01-27,19122.0,172,117,201,174,1
18563,142,235,134,2014-07-24,19125.0,197,172,180,201,1
18564,219,162,141,2015-08-23,19126.0,197,110,180,201,1
18565,142,235,134,2012-07-07,19129.0,197,172,180,201,1
18566,162,125,220,2010-02-19,19130.0,110,144,201,137,1
18568,235,129,119,2014-02-23,19134.0,172,124,201,149,1
18570,162,125,220,2016-01-19,19143.0,110,144,201,137,1
18572,235,217,175,2011-11-30,19144.0,172,197,201,180,1
18573,217,145,183,2016-07-19,19144.0,197,166,180,201,1
18574,235,179,212,2014-03-01,19144.0,172,132,201,132,1
18575,235,217,175,2012-11-12,19145.0,172,197,201,180,1
18581,219,235,113,2016-10-30,19154.0,197,172,180,201,1
18582,235,217,175,2012-03-21,19159.0,172,197,201,180,1
18585,235,128,192,2013-01-06,19161.0,172,126,201,174,1
18586,142,235,134,2014-06-02,19162.0,197,172,180,201,1
18587,235,195,151,2016-09-16,19164.0,172,117,201,174,1
18588,219,162,141,2013-05-26,19164.0,197,110,180,201,1
18591,235,216,112,2014-05-09,19171.0,172,153,201,149,1
18592,145,219,168,2010-03-26,19171.0,166,197,201,180,1
18594,217,145,183,2015-07-21,19171.0,197,166,180,201,1
18596,235,195,151,2016-04-15,19176.0,172,117,201,174,1
18598,235,128,192,2013-03-08,19177.0,172,126,201,174,1
18599,235,195,151,2015-05-19,19178.0,172,117,201,174,1
18600,162,125,220,2011-09-06,19180.0,110,144,201,137,1
18602,235,179,212,2013-03-23,19182.0,172,132,201,132,1
18604,219,162,141,2016-08-05,19184.0,197,110,180,201,1
18605,235,120,224,2010-09-12,19185.0,172,191,201,174,1
18606,235,195,151,2016-09-04,19186.0,172,117,201,174,1
18610,217,145,183,2013-04-16,19191.0,197,166,180,201,1
18611,235,128,192,2014-12-04,19191.0,172,126,201,174,1
18613,142,235,134,2015-12-30,19195.0,197,172,180,201,1
18614,235,195,151,2015-05-20,19196.0,172,117,201,174,1
18615,235,195,151,2015-05-03,19197.0,172,117,201,174,1
18617,235,116,194,2012-07-04,19200.0,172,160,201,174,1
18619,235,203,215,2014-02-15,19206.0,172,124,201,149,1
18620,235,219,163,2013-05-13,19207.0,172,197,201,180,1
18627,235,217,175,2013-09-13,19216.0,172,197,201,180,1
18629,217,145,183,2016-04-03,19221.0,197,166,180,201,1
18630,235,195,151,2015-04-15,19228.0,172,117,201,174,1
18631,235,195,151,2016-11-05,19228.0,172,117,201,174,1
18633,235,217,175,2012-02-06,19229.0,172,197,201,180,1
18634,235,195,151,2015-11-14,19229.0,172,117,201,174,1
18637,235,217,175,2012-05-12,19231.0,172,197,201,180,1
18639,235,195,151,2015-07-17,19234.0,172,117,201,174,1
18642,235,217,175,2011-04-10,19237.0,172,197,201,180,1
18643,235,179,212,2013-03-16,19237.0,172,132,201,132,1
18644,142,235,134,2012-10-23,19240.0,197,172,180,201,1
18645,235,217,175,2010-03-11,19241.0,172,197,201,180,1
18646,235,217,175,2011-03-29,19241.0,172,197,201,180,1
18651,216,235,190,2012-11-06,19248.0,153,172,149,201,1
18652,235,217,175,2010-11-18,19250.0,172,197,201,180,1
18653,235,179,212,2013-12-01,19251.0,172,132,201,132,1
18657,219,235,113,2016-01-17,19256.0,197,172,180,201,1
18662,235,195,151,2016-02-04,19257.0,172,117,201,174,1
18663,235,195,151,2016-06-08,19262.0,172,117,201,174,1
18665,235,129,119,2015-01-03,19267.0,172,124,201,149,1
18667,162,125,220,2016-05-22,19275.0,110,144,201,137,1
18668,142,235,134,2013-09-24,19277.0,197,172,180,201,1
18669,235,203,215,2013-05-11,19278.0,172,124,201,149,1
18671,162,125,220,2011-05-05,19279.0,110,144,201,137,1
18673,217,145,183,2013-12-17,19279.0,197,166,180,201,1
18674,235,195,151,2015-08-04,19282.0,172,117,201,174,1
18675,235,195,151,2015-04-14,19282.0,172,117,201,174,1
18677,145,219,168,2016-07-22,19285.0,166,197,201,180,1
18678,235,179,212,2013-02-03,19286.0,172,132,201,132,1
18679,235,217,175,2013-03-28,19287.0,172,197,201,180,1
18680,235,129,119,2014-07-06,19288.0,172,124,201,149,1
18682,235,179,212,2013-06-29,19291.0,172,132,201,132,1
18683,142,235,134,2014-01-23,19292.0,197,172,180,201,1
18684,235,217,175,2010-11-11,19294.0,172,197,201,180,1
18685,219,235,113,2014-12-14,19295.0,197,172,180,201,1
18686,235,195,151,2016-09-07,19295.0,172,117,201,174,1
18687,162,125,220,2015-12-27,19297.0,110,144,201,137,1
18688,162,125,220,2013-05-19,19298.0,110,144,201,137,1
18689,219,162,141,2013-08-14,19298.0,197,110,180,201,1
18692,217,145,183,2013-12-18,19302.0,197,166,180,201,1
18695,162,125,220,2014-12-14,19306.0,110,144,201,137,1
18696,235,217,175,2013-07-31,19306.0,172,197,201,180,1
18697,235,203,215,2015-08-25,19306.0,172,124,201,149,1
18699,162,125,220,2010-03-19,19307.0,110,144,201,137,1
18703,162,125,220,2013-01-29,19314.0,110,144,201,137,1
18704,235,217,175,2013-05-21,19314.0,172,197,201,180,1
18706,235,128,192,2014-03-29,19316.0,172,126,201,174,1
18710,235,195,151,2015-10-28,19318.0,172,117,201,174,1
18712,219,162,141,2013-10-03,19321.0,197,110,180,201,1
18714,162,125,220,2010-01-05,19324.0,110,144,201,137,1
18716,235,128,192,2013-07-27,19326.0,172,126,201,174,1
18718,235,217,175,2013-06-26,19328.0,172,197,201,180,1
18720,162,125,220,2010-08-28,19334.0,110,144,201,137,1
18722,235,129,119,2014-07-16,19344.0,172,124,201,149,1
18724,162,125,220,2011-04-29,19354.0,110,144,201,137,1
18725,235,128,192,2014-04-26,19354.0,172,126,201,174,1
18726,235,217,175,2010-01-21,19355.0,172,197,201,180,1
18727,219,235,113,2015-07-06,19358.0,197,172,180,201,1
18728,162,125,220,2013-03-05,19360.0,110,144,201,137,1
18730,235,217,175,2010-06-15,19365.0,172,197,201,180,1
18735,235,128,192,2013-07-20,19369.0,172,126,201,174,1
18743,235,128,192,2016-04-16,19380.0,172,126,201,174,1
18744,219,235,113,2015-12-04,19381.0,197,172,180,201,1
18747,235,195,151,2016-01-13,19384.0,172,117,201,174,1
18749,235,129,119,2016-07-08,19388.0,172,124,201,149,1
18751,219,162,141,2013-09-07,19389.0,197,110,180,201,1
18752,235,128,192,2015-07-25,19390.0,172,126,201,174,1
18753,235,116,194,2012-08-21,19390.0,172,160,201,174,1
18755,235,179,212,2014-06-28,19392.0,172,132,201,132,1
18759,145,219,168,2012-05-14,19396.0,166,197,201,180,1
18760,235,195,151,2015-03-11,19399.0,172,117,201,174,1
18761,235,219,163,2012-11-26,19400.0,172,197,201,180,1
18762,235,179,212,2014-01-03,19400.0,172,132,201,132,1
18763,142,235,134,2014-06-13,19401.0,197,172,180,201,1
18764,162,125,220,2011-01-02,19404.0,110,144,201,137,1
18765,219,162,141,2013-05-24,19404.0,197,110,180,201,1
18766,162,125,220,2011-05-17,19405.0,110,144,201,137,1
18767,162,219,170,2014-05-04,19405.0,110,197,201,180,1
18769,235,217,175,2011-10-06,19407.0,172,197,201,180,1
18770,235,128,192,2016-06-18,19407.0,172,126,201,174,1
18771,235,219,163,2012-03-19,19408.0,172,197,201,180,1
18772,235,203,215,2015-04-08,19409.0,172,124,201,149,1
18774,162,125,220,2011-06-01,19414.0,110,144,201,137,1
18775,219,235,113,2013-06-23,19417.0,197,172,180,201,1
18776,235,203,215,2016-07-16,19417.0,172,124,201,149,1
18777,235,195,151,2016-02-23,19420.0,172,117,201,174,1
18778,235,195,151,2014-09-05,19422.0,172,117,201,174,1
18780,162,125,220,2015-07-24,19427.0,110,144,201,137,1
18783,217,145,183,2016-07-10,19428.0,197,166,180,201,1
18785,217,145,183,2011-10-02,19429.0,197,166,180,201,1
18789,235,195,151,2014-11-04,19433.0,172,117,201,174,1
18790,235,217,175,2010-04-15,19434.0,172,197,201,180,1
18791,235,217,175,2012-01-20,19435.0,172,197,201,180,1
18792,162,208,228,2014-10-18,19437.0,110,181,201,149,1
18794,235,217,175,2011-06-07,19449.0,172,197,201,180,1
18795,235,129,119,2016-10-16,19452.0,172,124,201,149,1
18796,235,129,119,2014-01-07,19452.0,172,124,201,149,1
18797,162,125,220,2010-12-08,19453.0,110,144,201,137,1
18798,162,125,220,2010-04-14,19454.0,110,144,201,137,1
18800,219,162,141,2013-11-06,19454.0,197,110,180,201,1
18801,129,235,200,2012-01-27,19456.0,124,172,149,201,1
18802,235,217,175,2011-08-03,19456.0,172,197,201,180,1
18803,235,129,119,2014-02-02,19457.0,172,124,201,149,1
18805,235,195,151,2015-12-03,19459.0,172,117,201,174,1
18807,235,219,163,2010-04-19,19467.0,172,197,201,180,1
18810,235,217,175,2014-02-01,19469.0,172,197,201,180,1
18812,235,195,151,2015-10-15,19476.0,172,117,201,174,1
18814,235,217,175,2012-10-01,19479.0,172,197,201,180,1
18816,219,162,141,2015-03-15,19485.0,197,110,180,201,1
18817,162,125,220,2013-06-18,19488.0,110,144,201,137,1
18818,235,120,224,2015-02-01,19491.0,172,191,201,174,1
18819,120,235,169,2012-02-12,19493.0,191,172,174,201,1
18820,235,116,194,2011-12-29,19494.0,172,160,201,174,1
18821,235,128,192,2014-02-08,19495.0,172,126,201,174,1
18822,235,129,119,2015-09-08,19496.0,172,124,201,149,1
18824,235,216,112,2012-11-23,19500.0,172,153,201,149,1
18829,217,145,183,2015-07-22,19511.0,197,166,180,201,1
18831,162,125,220,2012-05-20,19520.0,110,144,201,137,1
18833,219,162,141,2013-04-06,19521.0,197,110,180,201,1
18834,235,129,119,2014-06-29,19522.0,172,124,201,149,1
18835,235,195,151,2016-04-13,19522.0,172,117,201,174,1
18839,235,217,175,2011-01-18,19529.0,172,197,201,180,1
18841,217,145,183,2016-08-24,19531.0,197,166,180,201,1
18844,235,217,175,2012-10-16,19534.0,172,197,201,180,1
18846,235,128,192,2016-10-09,19535.0,172,126,201,174,1
18848,235,219,163,2011-03-21,19539.0,172,197,201,180,1
18849,142,235,134,2014-12-08,19540.0,197,172,180,201,1
18853,235,203,215,2014-04-04,19544.0,172,124,201,149,1
18854,219,162,141,2014-02-11,19544.0,197,110,180,201,1
18856,235,195,151,2016-01-11,19546.0,172,117,201,174,1
18858,235,217,175,2012-01-17,19550.0,172,197,201,180,1
18862,235,217,175,2013-09-19,19559.0,172,197,201,180,1
18865,162,125,220,2010-02-24,19564.0,110,144,201,137,1
18866,235,195,151,2015-07-21,19564.0,172,117,201,174,1
18868,235,217,175,2011-11-18,19565.0,172,197,201,180,1
18869,235,195,151,2014-11-25,19565.0,172,117,201,174,1
18872,235,217,175,2010-04-08,19571.0,172,197,201,180,1
18873,235,217,175,2012-10-17,19571.0,172,197,201,180,1
18874,235,217,175,2013-07-05,19571.0,172,197,201,180,1
18875,235,203,215,2016-01-10,19571.0,172,124,201,149,1
18877,142,235,134,2012-08-09,19574.0,197,172,180,201,1
18878,235,195,151,2016-04-16,19574.0,172,117,201,174,1
18879,235,179,212,2013-07-27,19578.0,172,132,201,132,1
18880,235,195,151,2016-08-10,19582.0,172,117,201,174,1
18886,235,217,175,2013-02-01,19588.0,172,197,201,180,1
18888,145,219,168,2011-11-13,19592.0,166,197,201,180,1
18890,235,195,151,2016-02-25,19592.0,172,117,201,174,1
18891,235,217,175,2013-01-08,19593.0,172,197,201,180,1
18892,217,145,183,2010-11-18,19593.0,197,166,180,201,1
18895,235,217,175,2012-05-17,19598.0,172,197,201,180,1
18896,235,129,119,2015-07-02,19599.0,172,124,201,149,1
18897,235,195,151,2016-03-08,19599.0,172,117,201,174,1
18899,219,235,113,2012-12-30,19604.0,197,172,180,201,1
18900,162,125,220,2011-11-29,19608.0,110,144,201,137,1
18901,235,203,215,2010-05-12,19609.0,172,124,201,149,1
18904,235,203,215,2013-03-29,19614.0,172,124,201,149,1
18906,217,145,183,2012-10-23,19618.0,197,166,180,201,1
18908,235,217,175,2014-05-27,19619.0,172,197,201,180,1
18910,235,120,224,2014-09-14,19620.0,172,191,201,174,1
18912,235,195,151,2015-05-28,19622.0,172,117,201,174,1
18913,235,195,151,2016-06-15,19622.0,172,117,201,174,1
18917,162,125,220,2012-02-05,19627.0,110,144,201,137,1
18918,145,219,168,2011-04-26,19627.0,166,197,201,180,1
18921,217,145,183,2011-10-03,19629.0,197,166,180,201,1
18925,142,235,134,2014-04-11,19637.0,197,172,180,201,1
18926,235,195,151,2015-06-30,19637.0,172,117,201,174,1
18927,235,195,151,2015-10-04,19638.0,172,117,201,174,1
18928,235,129,119,2015-11-07,19638.0,172,124,201,149,1
18929,162,125,220,2011-06-24,19643.0,110,144,201,137,1
18930,162,125,220,2012-07-25,19645.0,110,144,201,137,1
18932,235,203,215,2013-03-12,19649.0,172,124,201,149,1
18934,145,219,168,2011-06-11,19652.0,166,197,201,180,1
18935,217,145,183,2010-02-09,19654.0,197,166,180,201,1
18936,235,217,175,2010-02-06,19655.0,172,197,201,180,1
18937,217,145,183,2011-07-09,19655.0,197,166,180,201,1
18938,235,203,215,2013-08-11,19655.0,172,124,201,149,1
18941,235,128,192,2015-11-14,19657.0,172,126,201,174,1
18942,162,125,220,2014-03-28,19658.0,110,144,201,137,1
18945,162,208,228,2015-07-18,19659.0,110,181,201,149,1
18947,235,217,175,2012-09-21,19663.0,172,197,201,180,1
18948,235,195,151,2016-08-07,19663.0,172,117,201,174,1
18956,142,235,134,2016-07-20,19682.0,197,172,180,201,1
18960,162,125,220,2016-01-17,19686.0,110,144,201,137,1
18964,162,219,170,2013-08-20,19690.0,110,197,201,180,1
18966,235,179,212,2012-05-26,19695.0,172,132,201,132,1
18968,235,203,215,2014-08-04,19701.0,172,124,201,149,1
18973,235,128,192,2013-10-26,19705.0,172,126,201,174,1
18976,162,125,220,2010-08-04,19709.0,110,144,201,137,1
18980,219,162,141,2013-09-18,19711.0,197,110,180,201,1
18981,219,235,113,2016-11-09,19715.0,197,172,180,201,1
18986,235,216,112,2013-01-21,19721.0,172,153,201,149,1
18987,142,235,134,2014-04-10,19721.0,197,172,180,201,1
18988,235,195,151,2016-03-25,19722.0,172,117,201,174,1
18990,235,217,175,2011-01-12,19725.0,172,197,201,180,1
18992,162,125,220,2012-01-02,19727.0,110,144,201,137,1
18995,162,125,220,2010-07-21,19730.0,110,144,201,137,1
19001,235,179,212,2013-03-30,19743.0,172,132,201,132,1
19004,219,235,113,2016-05-31,19749.0,197,172,180,201,1
19005,235,195,151,2016-04-28,19750.0,172,117,201,174,1
19007,142,235,134,2014-04-30,19755.0,197,172,180,201,1
19009,162,219,170,2015-04-28,19756.0,110,197,201,180,1
19011,162,125,220,2013-02-05,19759.0,110,144,201,137,1
19012,235,217,175,2012-08-31,19759.0,172,197,201,180,1
19015,142,235,134,2014-04-26,19765.0,197,172,180,201,1
19020,235,179,212,2014-07-19,19769.0,172,132,201,132,1
19023,235,129,119,2015-05-16,19771.0,172,124,201,149,1
19024,235,195,151,2016-04-14,19772.0,172,117,201,174,1
19025,217,145,183,2016-03-03,19776.0,197,166,180,201,1
19026,217,145,183,2013-05-03,19777.0,197,166,180,201,1
19029,162,125,220,2013-01-09,19783.0,110,144,201,137,1
19034,219,235,113,2016-01-24,19787.0,197,172,180,201,1
19043,162,219,170,2015-04-02,19799.0,110,197,201,180,1
19045,162,125,220,2012-05-01,19802.0,110,144,201,137,1
19046,235,217,175,2012-03-16,19803.0,172,197,201,180,1
19048,235,203,215,2015-07-15,19807.0,172,124,201,149,1
19049,217,145,183,2010-04-08,19809.0,197,166,180,201,1
19052,162,125,220,2012-02-17,19818.0,110,144,201,137,1
19053,145,219,168,2010-11-13,19826.0,166,197,201,180,1
19054,235,219,163,2012-04-16,19828.0,172,197,201,180,1
19057,235,195,151,2015-03-26,19830.0,172,117,201,174,1
19058,179,235,221,2011-01-23,19830.0,132,172,132,201,1
19059,235,219,163,2012-12-03,19831.0,172,197,201,180,1
19062,142,235,134,2012-05-30,19834.0,197,172,180,201,1
19063,142,235,134,2013-11-22,19834.0,197,172,180,201,1
19064,219,162,141,2013-04-21,19834.0,197,110,180,201,1
19066,235,203,215,2014-03-12,19837.0,172,124,201,149,1
19068,235,217,175,2011-10-11,19840.0,172,197,201,180,1
19069,235,128,192,2015-03-14,19841.0,172,126,201,174,1
19070,162,125,220,2011-03-26,19842.0,110,144,201,137,1
19071,235,216,112,2013-05-21,19844.0,172,153,201,149,1
19073,235,129,119,2015-08-11,19849.0,172,124,201,149,1
19074,142,235,134,2015-05-08,19851.0,197,172,180,201,1
19075,235,217,175,2013-07-23,19854.0,172,197,201,180,1
19077,235,203,215,2014-08-03,19859.0,172,124,201,149,1
19079,219,235,113,2016-01-05,19862.0,197,172,180,201,1
19080,142,235,134,2016-08-30,19862.0,197,172,180,201,1
19081,142,235,134,2012-01-12,19863.0,197,172,180,201,1
19082,219,162,141,2015-06-09,19865.0,197,110,180,201,1
19083,162,125,220,2015-10-07,19866.0,110,144,201,137,1
19084,235,219,163,2015-05-16,19869.0,172,197,201,180,1
19085,235,179,212,2014-06-09,19869.0,172,132,201,132,1
19087,235,120,224,2015-01-25,19872.0,172,191,201,174,1
19088,145,219,168,2011-11-14,19873.0,166,197,201,180,1
19090,235,195,151,2015-10-23,19874.0,172,117,201,174,1
19092,179,235,221,2016-05-04,19875.0,132,172,132,201,1
19097,217,145,183,2011-12-05,19880.0,197,166,180,201,1
19098,235,217,175,2012-01-19,19883.0,172,197,201,180,1
19099,189,116,147,2014-09-22,19884.0,172,160,201,174,1
19100,235,217,175,2011-08-25,19886.0,172,197,201,180,1
19103,219,162,141,2015-08-30,19887.0,197,110,180,201,1
19104,235,195,151,2015-03-24,19890.0,172,117,201,174,1
19105,142,235,134,2016-07-19,19892.0,197,172,180,201,1
19107,219,235,113,2016-07-24,19899.0,197,172,180,201,1
19112,235,195,151,2016-10-29,19909.0,172,117,201,174,1
19116,235,195,151,2014-12-18,19913.0,172,117,201,174,1
19118,235,195,151,2015-04-24,19916.0,172,117,201,174,1
19123,142,235,134,2013-07-13,19931.0,197,172,180,201,1
19126,235,217,175,2013-03-13,19937.0,172,197,201,180,1
19127,235,128,192,2016-06-25,19939.0,172,126,201,174,1
19130,162,219,170,2015-09-01,19946.0,110,197,201,180,1
19131,162,125,220,2011-08-18,19947.0,110,144,201,137,1
19133,235,203,215,2014-12-09,19948.0,172,124,201,149,1
19135,120,235,169,2010-05-23,19952.0,191,172,174,201,1
19136,217,145,183,2010-06-23,19952.0,197,166,180,201,1
19137,162,125,220,2016-05-29,19953.0,110,144,201,137,1
19138,235,195,151,2016-05-25,19953.0,172,117,201,174,1
19139,235,217,175,2013-01-24,19954.0,172,197,201,180,1
19140,235,203,215,2013-05-24,19955.0,172,124,201,149,1
19142,142,235,134,2016-03-26,19956.0,197,172,180,201,1
19146,235,179,212,2012-11-24,19959.0,172,132,201,132,1
19147,219,162,141,2015-07-01,19960.0,197,110,180,201,1
19151,235,195,151,2015-07-22,19962.0,172,117,201,174,1
19156,142,235,134,2015-01-01,19969.0,197,172,180,201,1
19157,235,129,119,2016-05-15,19970.0,172,124,201,149,1
19162,162,219,170,2013-12-28,19974.0,110,197,201,180,1
19163,162,125,220,2016-07-10,19975.0,110,144,201,137,1
19164,235,217,175,2012-08-17,19976.0,172,197,201,180,1
19165,235,217,175,2012-11-21,19976.0,172,197,201,180,1
19168,162,125,220,2011-05-10,19980.0,110,144,201,137,1
19172,235,217,175,2011-09-14,19982.0,172,197,201,180,1
19173,235,203,215,2016-05-31,19984.0,172,124,201,149,1
19174,235,219,163,2013-12-08,19986.0,172,197,201,180,1
19176,217,145,183,2015-06-18,19990.0,197,166,180,201,1
19179,235,217,175,2013-10-23,19997.0,172,197,201,180,1
19180,235,203,215,2012-10-17,20000.0,172,124,201,149,1
19182,235,203,215,2014-01-25,20002.0,172,124,201,149,1
19183,162,125,220,2011-11-02,20006.0,110,144,201,137,1
